Date Text,Text Text
23.09.2023 11:52:08 UTC+03:00,"Бійці ЦСО «А» СБУ знищують російський 2С5 ""Гіацинт-С"" на захід від населеного пункту Чистопілля, Запорізька область.Location: W of Chystopillia, Zaporizhzhia Oblast, Ukraine47.375744, 35.638779Source:https://t.me/SBUkr/9669"
24.09.2023 00:14:05 UTC+03:00,"РУБАК ""Wild Division"" 82-ї одшбр ФПВ дроном влучає в російську БМД-2 на схід від населеного пункту Новопрокопівка, Запорізька область.Location: E of Novoprokopivka, Zaporizhzhia Oblast, Ukraine47.409786, 35.916184Source:https://t.me/wilddivision82/42"
24.09.2023 11:35:46 UTC+03:00,"72 ОМБр ФПВ дроном знищує російську 2С9 ""Нона-С"" на схід від населеного пункту Єгорівка, Донецька область.Location: E of Yehorivka, Donetsk Oblast, Ukraine47.707353, 37.285003Source:https://t.me/AFUStratCom/20164"
24.09.2023 15:03:19 UTC+03:00,"Заявлено про удар по українській РЛС керованим снарядом ""Краснополь"" в населеному пункті Торське, Донецька область.Location: Torske, Donetsk Oblast, Ukraine49.033438, 37.950965Source:https://t.me/russianocontext/604"
24.09.2023 16:06:30 UTC+03:00,"ЗТГ «Адам» та 2-й стрілецький батальйон 67-ї ОМБр ФПВ дроном залетіли в російський бліндаж на південний схід від села Діброва, Луганська область.Location: SE of Dibrova, Luhansk Oblast, Ukraine48.978463,38.130538Source:https://t.me/adamtactic/373"
24.09.2023 19:26:38 UTC+03:00,"Невідомі підірвали машину російського військовослужбовця вибухівкою в 500 грам, яку прикріпили до його машини у місті Джанкой, Крим.Location: Sadovaya Street, Dzhankoi, Crimea, Ukraine45.721911, 34.416558Source:https://t.me/bazabazon/21666"
24.09.2023 21:49:47 UTC+03:00,"Удар по українському ешелону з технікою в населеному пункті Родинське, Донецька область. Питання до знавців: Що це прилетіло? Точка-У?Location: Rodynske, Donetsk Oblast, Ukraine48.367621, 37.198952Source:https://t.me/The_Wrong_Side/12421"
24.09.2023 23:02:20 UTC+03:00,"Українська БМП (?) виїжджає з населеного пункту Вербове та зазнає удару поблизу нього ж.Location: Verbove, Zaporizhia Oblast, Ukraine47.441190, 35.954171Source:https://t.me/aZimutVoina/1281"
25.09.2023 13:00:14 UTC+03:00,"Вибух складу боєприпасів в населеному пункті Краснодон, Луганська область.Location: Krasnodon, Luhansk Oblast, Ukraine1.48.285191, 39.7501762.48.314763, 39.7228503.48.293323, 39.7330474.48.295680, 39.7208275.48.319055, 39.725286Приблизне місце влучання:48.322228, 39.708832Source 1:https://t.me/Trikutnik_LSR/1514Source 2:https://t.me/itsdonetsk/103567Source 3:https://t.me/itsdonetsk/103574Source 4:https://t.me/Trikutnik_LSR/1519Source 5:https://t.me/luhansktoday/14760"
25.09.2023 21:11:46 UTC+03:00,"Окупанти використовують макети танків на Донецькому напрямку.Локація: Петровський район, Донецьк.Джерело47.975948, 37.578995🇺🇦CyberBoroshnoMap"
25.09.2023 22:56:38 UTC+03:00,"Додатковий ракурс удару по складу з боєприпасами в населеному пункті Краснодон, Луганська область. Заявлено про паніку в інших населених пунктах глибокого тилу.Location: Krasnodon, Luhansk Oblast, Ukraine48.311624,39.716544Source:https://t.me/russianocontext/632"
26.09.2023 00:32:43 UTC+03:00,"Заявлено про знищення МіГ-29 на аеродромі ""Кульбакине"" в Миколаєві, Миколаївська область.Location: Kulbakino Air Base, Mykolaiv, Mykolaiv Oblast, Ukraine46.935834, 32.080953Source:https://t.me/voenacher/52841"
26.09.2023 12:30:09 UTC+03:00,"Російська авіація ракетою Х-38 знищує міст через річку Оскіл поблизу Куп'янська, Харківська область.Location: E of Kupiansk, Kharkiv Oblast, Ukraine49.710284, 37.622503Source:https://t.me/bortzhyrnal/139"
26.09.2023 19:43:36 UTC+03:00,"126-та бригада ТрО ФПВ дроном знищує вантажівку разом з човном в населеному пункті Нова Каховка, Херсонська область.Location: Nova Kakhovka, Kherson Oblast, Ukraine46.764129, 33.367251Source:https://t.me/ssternenko/20943"
26.09.2023 21:15:20 UTC+03:00,"Заявлено про ураження ЗРК ""Штормер"" на північ від населеного пункту Іллінка, Донецька область.Location: N of Illinka, Donetsk Oblast, Ukraine47.912447, 37.327318Source:https://t.me/yuzhny_front_ZOV/1322"
27.09.2023 01:33:14 UTC+03:00,"Підбірка обстрілів українських позиції та техніки 25-ю ОМСБр, 138-ю ОМСБр, 9-ю абр рф в північно східній частині Харківської області. Рисочки, квадратіки, кружочкі і тп. будуть в коментах.Location:Kupiansk, Kharkiv Oblast, Ukraine0:01-0:11 -49.698911, 37.646725Petropavlivka, Kharkiv Oblast, Ukraine0:14-0:20 -49.747816, 37.679423Synkivka, Kharkiv Oblast, Ukraine0:20-0:24 -49.764603, 37.701133E of Kindrashivka, Kharkiv Oblast, Ukraine0:28-0:39 -49.769778, 37.600027NE of Kucherivka, Kharkiv Oblast, Ukraine0:41-0:48 -49.719085, 37.686907NE of Kupiansk-Vuzlovyi, Kharkiv Oblast, Ukraine0:49-1:07 -49.696176, 37.648059E of Petropavlivka, Kharkiv Oblast, Ukraine1:08-1:16 -49.729233, 37.743369NE of Kucherivka, Kharkiv Oblast, Ukraine1:26-1:35 -49.719166, 37.687008SE of Monachynivka, Kharkiv Oblast, Ukraine1:36-1:50 -49.806955, 37.543429S of Petropavlivka, Kharkiv Oblast, Ukraine1:52-2:21 -49.684138, 37.790118Source:https://t.me/kcaebirds/512https://t.me/razved_dozor/5162"
27.09.2023 14:43:57 UTC+03:00,"Бійці Державної прикордонної служби України дроном ""Warmate"" атакують російську позицію на південь від Херсона, Херсонська область.Location: S of Kherson, Kherson Oblast, Ukraine46.607810, 32.627730Source:https://t.me/DPSUkr/14100"
27.09.2023 17:22:13 UTC+03:00,"РУБАК ""Wild Division"" 82-ї одшбр ФПВ дроном атакує російську піхоту на захід від населеного пункту Вербове, Запорізька область.Location: W of Verbove, Zaporizhia Oblast, Ukraine47.428386, 35.943151Source:https://t.me/wilddivision82/49https://twitter.com/moklasen/status/1704898633496203567"
27.09.2023 20:12:50 UTC+03:00,"Зведена Тактична Група «Адам» ФПВ дроном знищує російський ЗРК ""Стріла-10"" в населеному пункті Кремінна, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.038005,38.184235Source:https://t.me/adamtactic/379"
